mid,coverage,filled_entities,unsupported_entities,empty_entities,empty_weight,total_weight,filled_weight
/m/07k8j,0.0,0,0,1,120028.0,120028.0,0.0
/m/01_wxr,0.151265483882,0,0,1,118878.0,140065.0,21187.0
/m/019thv,0.187911807632,0,0,1,114623.0,141146.0,26523.0
/m/05s_1w7,0.0,0,0,1,114246.0,114246.0,0.0
/m/01h3g2,0.0,0,0,1,113456.0,113456.0,0.0
/m/0dshft,0.0,0,0,1,112875.0,112875.0,0.0
/m/0g0b2,0.0,0,0,1,112312.0,112312.0,0.0
/m/016kf9,0.361939018253,0,0,1,111579.0,174872.0,63293.0
/m/0g0wml,0.0,0,0,1,109249.0,109249.0,0.0
/m/0fsd1,0.0,0,0,1,108212.0,108212.0,0.0
/m/04f74_3,0.0,0,0,1,107225.0,107225.0,0.0
/m/06trxr,0.0,0,0,1,106401.0,106401.0,0.0
/m/09r8pw,0.0,0,0,1,105643.0,105643.0,0.0
/m/01j6t0,0.334882984451,0,0,1,105012.0,157885.0,52873.0
/m/017qg_,0.0,0,0,1,104757.0,104757.0,0.0
/m/02k7pj,0.338881106299,0,0,1,102882.0,155618.0,52736.0
/m/03lrf1,0.0,0,0,1,102078.0,102078.0,0.0
/m/08q1cz,0.0,0,0,1,101549.0,101549.0,0.0
/m/030mph,0.0,0,0,1,99556.0,99556.0,0.0
/m/06rhk,0.193213880331,0,0,1,99509.0,123340.0,23831.0
/m/027hh87,0.0,0,0,1,97634.0,97634.0,0.0
/m/01j24h,0.0,0,0,1,93813.0,93813.0,0.0
